respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_0023,Cautious Explorer,25–34,Male,Tier 1 (Metro),Salaried – Private,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods","Status and social signaling, Investment / asset appreciation, Gifting to others","Entry-level luxury (Fossil, Michael Kors, Coach)",1,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",4,3,5,"Casual/tote bags (Neverfull, Speedy), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference",Long-term investment / asset to hold,"Below ₹10,000",7500,"Below ₹25,000",15000,4,"AI-powered authentication certificate, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Media coverage and social proof",Neutral,3,0,Instagram / Reels,27,Family,"₹50,000–₹1,00,000",43,1,No,4.0,0.1,5,6,0,0
LL_0024,Cautious Explorer,45–54,Male,Tier 3 / Small Town,Freelancer/Consultant,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Fine Jewelry & Accessories, Apparel & Ready-to-Wear",Sustainability (pre-owned is eco-friendly),"Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,3,3,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Vintage / classic pieces (pre-2000),"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,6,"Escrow payment protection, Portfolio / Vault tracker, Trade-in or buy-back guarantee, Dedicated customer support SLA",Verified seller ratings and reviews,Neutral,3,0,Friends & Family,32,Self-driven / independent,"₹1,00,001–₹2,50,000",23,2,No,3.0,0.4,3,4,0,0
LL_0025,Professional Reseller,35–44,Female,Tier 1 (Metro),Freelancer/Consultant,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Handbags & Purses, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods","Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,3,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference",Professional / office settings,"₹50,001–₹1,50,000",100000,"₹3,00,001–₹10,00,000",650000,9,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Media coverage and social proof, Transparent pricing benchmarks",Very Likely,5,1,Instagram / Reels,13,Self-driven / independent,"₹2,50,001–₹5,00,000",23,4,Yes,3.67,0.57,4,7,0,0
LL_0026,Aspirational Professional,45–54,Male,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,5,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus)",Not applicable,"Neutral tones (black, beige, tan), Classic leather (smooth, grained)","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,8,"Escrow payment protection, Live auctions / social bidding","Partnerships with luxury brands, Physical authentication centers in India",Likely,4,1,Instagram / Reels,27,Self-driven / independent,"₹1,00,001–₹2,50,000",31,3,No,4.33,0.57,6,2,0,0
LL_0027,Gen Z / Hype Buyer,25–34,Female,Tier 1 (Metro),Salaried – Private,"₹2,50,001–₹5,00,000",375000,Once a month,"Handbags & Purses, Sneakers & Footwear, Apparel & Ready-to-Wear","Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – both bought and sold,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery",5,5,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Silver hardware preference","Daily / everyday use, Professional / office settings","Below ₹10,000",7500,"₹25,000–₹1,00,000",62500,7,"Escrow payment protection, Live auctions / social bidding","Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,YouTube,5,Family,"₹2,50,001–₹5,00,000",44,3,Yes,4.67,0.02,3,2,0,0
LL_0028,HNW Collector,45–54,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"Above ₹10,00,000",1500000,Once a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods",Personal reward / self-indulgence,"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – bought only,Have not used any platform,Complicated or risky payment process,5,4,5,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","Above ₹15,00,000",2000000,"₹10,00,001–₹30,00,000",2000000,9,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Likely,4,1,Brand store / website,28,Peers / friends,"Above ₹10,00,000",21,3,No,4.67,1.33,5,7,0,0
LL_0029,Aspirational Professional,25–34,Prefer not to say,Tier 1 (Metro),Salaried – Private,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Have not used any platform,"Difficulty verifying item condition, Lack of transparent pricing",3,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc)","Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,7,"AI-powered authentication certificate, Portfolio / Vault tracker","Verified seller ratings and reviews, Partnerships with luxury brands, Media coverage and social proof",Likely,4,1,Instagram / Reels,25,Self-driven / independent,"₹1,00,001–₹2,50,000",27,3,Yes,3.33,1.33,6,2,0,0
LL_0030,Professional Reseller,18–24,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"Above ₹10,00,000",2979496,Once a month,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods","Personal reward / self-indulgence, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)",Not applicable,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Minimalist / logo-free aesthetic",Long-term investment / asset to hold,"Above ₹15,00,000",3023002,"Above ₹30,00,000",6573223,8,"Escrow payment protection, Portfolio / Vault tracker","Verified seller ratings and reviews, Partnerships with luxury brands",Very Likely,5,1,YouTube,7,Partner / spouse,"₹1,00,001–₹2,50,000",11,4,No,4.0,1.01,4,2,0,0
LL_0031,Professional Reseller,35–44,Male,Tier 3 / Small Town,Salaried – Private,"Above ₹10,00,000",1500000,2–3 times a year,Watches & Timepieces,"Status and social signaling, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,OLX / Quikr (classifieds),Difficulty verifying item condition,4,4,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹1,00,001–₹3,00,000",200000,8,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Instagram / Reels,7,Peers / friends,"Above ₹10,00,000",18,2,No,4.0,0.67,1,7,0,0
LL_0032,Cautious Explorer,45–54,Male,Tier 2,Homemaker/Other,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Small Leather Goods",Status and social signaling,"Entry-level luxury (Fossil, Michael Kors, Coach)",1,"No, but open to it",OLX / Quikr (classifieds),"Risk of counterfeit / fake items, No post-sale recourse or return policy",4,2,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,4,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection","Partnerships with luxury brands, Transparent pricing benchmarks",Very Unlikely,1,0,Online article / blog,27,Peers / friends,"₹1,00,001–₹2,50,000",45,2,Yes,3.67,0.57,3,3,0,0
LL_0033,Aspirational Professional,25–34,Female,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Sneakers & Footwear, Small Leather Goods","Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – sold only,Instagram / WhatsApp (informal),Difficulty verifying item condition,5,4,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Hype / Limited Edition (Yeezy, Off-White)",Not applicable,"Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Professional / office settings, Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹1,00,001–₹3,00,000",200000,5,"AI-powered authentication certificate, Portfolio / Vault tracker, Live auctions / social bidding, Dedicated customer support SLA","Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,YouTube,14,Peers / friends,"₹2,50,001–₹5,00,000",32,3,Yes,4.67,5.71,2,4,0,0
LL_0034,Aspirational Professional,35–44,Male,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Fine Jewelry & Accessories, Apparel & Ready-to-Wear",Investment / asset appreciation,"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery",4,5,5,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,5,Portfolio / Vault tracker,"Verified seller ratings and reviews, Media coverage and social proof",Very Likely,5,1,Friends & Family,15,Peers / friends,"₹1,00,001–₹2,50,000",28,3,Yes,4.67,1.86,2,1,0,0
